delegation,gouvernorat,chambres,salle_de_bains,nb_pieces,superficie,etage,prix
El Menzah 1,ariana,3,1,4.0,109.0,1,250000.0
Cite El Ghazela,ariana,2,2,3.0,110.0,2,350000.0
Raoued,ariana,3,2,5.0,136.0,5,330000.0
Raoued,ariana,3,2,5.0,136.0,5,325000.0
ariana,ariana,3,2,4.0,111.0,1,195000.0
Raoued,ariana,3,1,4.0,134.0,5,240000.0
Borj Louzir,ariana,3,1,4.0,103.0,1,200000.0
El Menzah 1,ariana,3,1,4.0,155.2,1,430000.0
La Soukra,ariana,2,1,3.0,110.0,3,169000.0
La Soukra,ariana,2,1,3.0,80.0,6,195000.0
Cite El Ghazela,ariana,4,3,5.0,189.0,1,265000.0
Cite Ennasr,ariana,3,2,4.0,150.0,1,330000.0
Chotrana,ariana,2,2,3.0,170.0,1,420256.0
Cite Ennasr,ariana,3,1,5.0,80.0,1,225000.0
La Soukra,ariana,3,2,4.0,164.0,2,360000.0
Chotrana,ariana,2,1,2.0,115.0,1,333500.0
Cite Ennasr,ariana,4,3,3.0,212.0,4,415000.0
Cite Ennasr,ariana,3,2,5.0,170.0,1,470000.0
Cite El Ghazela,ariana,2,1,2.0,122.0,2,323300.0
Raoued,ariana,1,1,2.0,88.0,1,165000.0
El Menzah 1,ariana,3,2,4.0,135.0,1,385000.0
Raoued,ariana,2,1,3.0,75.0,1,175000.0
Chotrana,ariana,3,1,3.0,230.0,1,630000.0
Chotrana,ariana,3,1,3.0,185.0,1,560000.0
La Soukra,ariana,2,1,3.0,217.0,1,511000.0
Cite Ennasr,ariana,1,1,2.0,67.0,1,190000.0
Borj Louzir,ariana,2,1,2.0,90.0,1,140000.0
La Soukra,ariana,2,2,3.0,147.0,2,285000.0
ariana,ariana,3,2,4.0,170.0,1,360000.0
La Soukra,ariana,3,2,4.0,140.0,1,527000.0
La Soukra,ariana,3,2,4.0,162.99,1,440000.0
Raoued,ariana,3,1,4.0,300.0,1,170000.0
La Soukra,ariana,2,2,3.0,124.0,1,350000.0
Cite Ennasr,ariana,3,2,5.0,148.0,1,399000.0
Raoued,ariana,3,2,5.0,136.0,5,330000.0
Borj Louzir,ariana,3,1,7.0,120.0,1,200000.0
La Soukra,ariana,2,1,2.0,127.0,1,364000.0
Cite Ennasr,ariana,1,1,2.0,69.0,1,200000.0
ariana,ariana,3,1,5.0,95.0,1,185000.0
Borj Louzir,ariana,3,1,3.0,90.0,3,150000.0
ariana,ariana,1,1,2.0,92.0,1,185000.0
Cite Ennasr,ariana,2,1,3.0,73.0,4,175000.0
Borj Louzir,ariana,3,2,5.0,96.0,1,165000.0
La Soukra,ariana,3,1,4.0,170.0,1,540000.0
La Soukra,ariana,2,1,2.0,109.0,1,327000.0
Cite El Ghazela,ariana,5,2,7.0,182.0,1,426000.0
Borj Louzir,ariana,2,1,2.0,134.0,1,266925.0
Borj Louzir,ariana,1,1,1.0,84.0,1,155000.0
El Manar,ariana,3,2,4.0,140.0,2,250000.0
Cite Ennasr,ariana,1,1,1.0,98.0,1,310000.0
ariana,ariana,1,1,2.0,68.0,1,210000.0
Raoued,ariana,3,2,4.0,120.0,4,270000.0
Borj Louzir,ariana,3,1,3.0,143.0,3,265230.0
La Soukra,ariana,1,1,2.0,70.0,1,234500.0
El Menzah 1,ariana,1,1,1.0,30.0,1,150000.0
Cite Ennasr,ariana,3,2,4.0,142.0,6,275000.0
La Soukra,ariana,3,2,4.0,202.0,1,436750.0
Cite Ennasr,ariana,2,1,3.0,80.0,1,220000.0
Cite Ennasr,ariana,4,3,5.0,129.0,9,370000.0
Cite El Ghazela,ariana,3,2,4.0,140.0,1,360000.0
Cite El Ghazela,ariana,2,1,3.0,113.0,1,370000.0
Borj Louzir,ariana,2,1,3.0,85.0,4,140000.0
La Soukra,ariana,2,1,3.0,125.0,1,420000.0
La Soukra,ariana,3,2,4.0,103.0,5,450000.0
Cite Ennasr,ariana,2,1,3.0,111.0,3,300000.0
Raoued,ariana,4,1,5.0,145.0,2,235000.0
La Soukra,ariana,2,1,2.0,75.0,1,210000.0
El Menzah 1,ariana,3,2,4.0,157.0,1,365000.0
La Soukra,ariana,4,2,5.0,176.0,1,365000.0
Cite Ennasr,ariana,3,1,4.0,156.0,6,339000.0
El Menzah 1,ariana,4,2,5.0,167.4,1,530000.0
Cite Ennasr,ariana,3,2,4.0,187.0,1,400000.0
La Soukra,ariana,3,2,4.0,160.2,1,400000.0
La Soukra,ariana,2,1,5.0,90.0,1,120000.0
Cite Ennasr,ariana,3,1,5.0,151.0,4,290000.0
La Soukra,ariana,2,1,2.0,60.0,1,110000.0
Borj Louzir,ariana,2,1,5.0,85.0,1,138000.0
Cite Ennasr,ariana,2,1,3.0,138.0,1,250000.0
Cite Ennasr,ariana,2,1,3.0,75.0,1,185000.0
Cite Ennasr,ariana,2,2,4.0,120.0,1,319000.0
Cite Ennasr,ariana,2,2,5.0,120.0,1,319000.0
Cite El Ghazela,ariana,2,1,4.0,120.0,4,250000.0
Chotrana,ariana,2,1,3.0,80.0,1,140000.0
ariana,ariana,3,1,4.0,135.0,1,250000.0
La Soukra,ariana,3,3,4.0,149.0,1,410000.0
Cite Ennasr,ariana,3,2,4.0,142.2,3,330000.0
La Soukra,ariana,2,1,3.0,97.0,1,200000.0
La Soukra,ariana,3,2,3.0,300.0,1,130000.0
Cite El Ghazela,ariana,1,1,2.0,65.0,3,135000.0
El Menzah 1,ariana,2,1,3.0,92.0,1,225000.0
Cite Ennasr,ariana,1,1,2.0,70.0,1,170000.0
La Soukra,ariana,3,2,4.0,158.0,2,360000.0
El Menzah 1,ariana,1,1,2.0,58.0,1,200000.0
Cite Ennasr,ariana,2,2,4.0,120.0,1,319000.0
Cite Ennasr,ariana,4,2,5.0,232.0,1,590000.0
Cite El Ghazela,ariana,2,1,5.0,108.4,1,230000.0
Cite Ennasr,ariana,3,1,4.0,140.0,1,330000.0
ariana,ariana,4,2,5.0,140.0,1,340000.0
El Manar,ariana,3,1,4.0,86.4,1,125000.0
Chotrana,ariana,2,2,2.0,116.0,1,298000.0
Chotrana,ariana,4,2,6.0,300.0,1,1315800.0
Cite Ennasr,ariana,1,1,2.0,70.0,6,150000.0
El Menzah 1,ariana,2,1,3.0,100.0,3,258750.0
Cite El Ghazela,ariana,3,1,3.0,80.0,2,135000.0
Cite Ennasr,ariana,1,1,1.0,60.0,1,190000.0
El Menzah 1,ariana,1,1,2.0,70.0,1,155000.0
Cite Ennasr,ariana,3,3,4.0,174.0,3,476612.0
Chotrana,ariana,1,1,2.0,65.1,1,169260.0
Chotrana,ariana,3,3,4.0,145.0,1,354480.0
Cite El Ghazela,ariana,2,2,2.0,112.0,1,184000.0
La Soukra,ariana,1,1,1.0,78.0,1,220000.0
Chotrana,ariana,3,1,3.0,163.0,1,405000.0
La Soukra,ariana,3,2,6.0,118.1,1,279520.0
Chotrana,ariana,2,2,2.0,87.174,1,350000.0
Borj Louzir,ariana,5,3,5.0,103.0,1,215000.0
Raoued,ariana,2,1,3.0,112.0,1,185000.0
Raoued,ariana,2,1,2.0,85.0,1,320000.0
La Soukra,ariana,2,2,2.0,30.0,1,120000.0
Ettadhamen,ariana,3,1,4.0,121.0,1,140000.0
La Soukra,ariana,2,1,3.0,111.0,1,240000.0
La Soukra,ariana,2,2,6.0,123.0,2,255000.0
El Menzah 1,ariana,2,1,3.0,85.0,1,300000.0
La Soukra,ariana,3,1,3.0,90.0,1,270000.0
Cite Ennasr,ariana,4,1,4.0,167.0,1,452000.0
Chotrana,ariana,3,2,4.0,137.2,1,395000.0
El Menzah 1,ariana,3,1,4.0,120.0,3,240000.0
Borj Louzir,ariana,3,1,4.0,75.0,3,100000.0
Cite El Ghazela,ariana,3,1,4.0,145.0,6,200000.0
Cite Ennasr,ariana,2,1,3.0,118.0,3,310000.0
Raoued,ariana,2,1,3.0,80.0,1,126000.0
Raoued,ariana,4,1,4.0,111.0,1,150000.0
Borj Louzir,ariana,3,1,3.0,120.0,1,170000.0
Borj Louzir,ariana,4,1,5.0,143.0,2,215000.0
Cite Ennasr,ariana,2,2,3.0,126.0,1,300000.0
La Soukra,ariana,2,2,3.0,131.0,2,360000.0
ariana,ariana,2,1,3.0,102.0,4,220000.0
Cite Ennasr,ariana,2,1,3.0,85.0,1,260000.0
Kalaât El Andalous,ariana,3,2,6.0,110.0,4,325000.0
Cite Ennasr,ariana,1,1,2.0,50.0,1,140000.0
La Soukra,ariana,3,3,4.0,152.0,1,440000.0
Cite Ennasr,ariana,2,2,4.0,120.0,1,319000.0
El Menzah 1,ariana,1,1,1.0,70.0,1,175000.0
Raoued,ariana,4,2,5.0,112.0,2,249000.0
ariana,ariana,3,2,4.0,83.0,3,215000.0
Raoued,ariana,3,2,4.0,96.0,2,165000.0
Cite Ennasr,ariana,3,3,3.0,162.0,3,420000.0
La Soukra,ariana,3,1,4.0,135.0,1,380000.0
Cite Ennasr,ariana,1,1,2.0,75.0,1,145000.0
La Soukra,ariana,2,1,2.0,98.0,1,190000.0
La Soukra,ariana,3,2,3.0,105.0,1,300000.0
Borj Louzir,ariana,3,2,4.0,125.0,2,185000.0
Cite Ennasr,ariana,2,1,3.0,120.0,1,220000.0
El Menzah 1,ariana,2,1,3.0,90.0,1,155000.0
El Menzah 1,ariana,2,1,3.0,120.0,1,270000.0
El Menzah 1,ariana,2,1,3.0,115.0,1,275000.0
El Menzah 1,ariana,3,1,4.0,139.0,1,329000.0
Cite Ennasr,ariana,2,1,3.0,75.0,1,155000.0
Cite Ennasr,ariana,3,1,3.0,130.0,1,280000.0
La Soukra,ariana,4,1,4.0,151.0,1,310000.0
La Soukra,ariana,2,2,3.0,117.0,1,250000.0
Cite Ennasr,ariana,2,1,3.0,70.0,1,235000.0
Cite Ennasr,ariana,2,1,3.0,90.0,1,250000.0
Cite Ennasr,ariana,2,1,3.0,100.0,1,230000.0
ariana,ariana,1,1,2.0,68.0,5,175000.0
Cite Ennasr,ariana,3,2,5.0,156.0,2,350000.0
Cite Ennasr,ariana,2,2,3.0,100.0,4,270000.0
El Menzah 1,ariana,3,2,5.0,135.0,1,350000.0
Cite Ennasr,ariana,1,1,3.0,65.0,1,290000.0
Cite Ennasr,ariana,2,1,4.0,125.0,1,310000.0
Cite Ennasr,ariana,2,2,4.0,120.0,1,319000.0
Cite Ennasr,ariana,1,1,3.0,65.0,1,175000.0
Cite Ennasr,ariana,2,2,5.0,125.0,1,310000.0
Chotrana,ariana,4,1,4.0,98.0,1,138000.0
Cite Ennasr,ariana,2,1,3.0,105.0,1,290000.0
ariana,ariana,3,1,4.0,115.0,1,310000.0
Cite Ennasr,ariana,2,2,4.0,115.0,1,310000.0
La Soukra,ariana,4,1,4.0,104.4,1,155000.0
La Soukra,ariana,2,1,5.0,115.0,1,100000.0
Cite Ennasr,ariana,2,1,3.0,100.0,1,230000.0
Cite Ennasr,ariana,2,1,3.0,100.0,1,235000.0
Cite Ennasr,ariana,2,1,3.0,70.0,1,235000.0
La Soukra,ariana,1,1,2.0,80.0,1,215000.0
La Soukra,ariana,1,1,3.0,70.0,1,175000.0
Cite Ennasr,ariana,3,1,5.0,157.0,2,380000.0
El Menzah 1,ariana,1,1,2.0,60.0,1,210000.0
El Menzah 1,ariana,2,1,3.0,120.0,1,270000.0
El Menzah 1,ariana,2,1,3.0,100.0,1,220000.0
Cite Ennasr,ariana,3,2,5.0,148.0,1,399000.0
El Menzah 1,ariana,4,3,7.0,190.0,2,585000.0
Cite Ennasr,ariana,2,2,5.0,120.0,1,319000.0
Cite Ennasr,ariana,3,2,5.0,148.0,1,399000.0
La Soukra,ariana,1,1,2.0,60.0,1,200000.0
Cite Ennasr,ariana,2,2,5.0,120.0,1,319000.0
Cite Ennasr,ariana,1,1,2.0,58.0,1,100000.0
Cite Ennasr,ariana,3,2,5.0,120.0,1,319000.0
Cite El Ghazela,ariana,3,2,4.0,152.0,4,265000.0
ariana,ariana,2,1,2.0,81.0,1,129000.0
Cite Ennasr,ariana,2,1,3.0,140.0,1,380000.0
La Soukra,ariana,3,2,6.0,155.0,1,325000.0
La Soukra,ariana,3,2,4.0,143.0,1,340000.0
La Soukra,ariana,3,1,4.0,119.0,1,520000.0
Cite El Ghazela,ariana,2,1,5.0,283.0,1,283000.0
Cite Ennasr,ariana,4,2,6.0,214.0,1,504000.0
La Soukra,ariana,1,1,1.0,40.0,1,100000.0
La Soukra,ariana,3,1,5.0,152.0,1,460000.0
La Soukra,ariana,2,1,5.0,83.91,1,205000.0
ariana,ariana,4,1,5.0,150.0,2,330000.0
Cite Ennasr,ariana,2,2,7.0,179.0,1,504000.0
El Menzah 1,ariana,1,1,2.0,70.0,2,100000.0
La Soukra,ariana,2,1,3.0,100.0,1,268000.0
La Soukra,ariana,3,2,4.0,135.0,1,350000.0
Cite El Ghazela,ariana,2,1,3.0,78.0,2,130000.0
La Soukra,ariana,3,1,4.0,135.0,1,310000.0
La Soukra,ariana,2,1,2.0,50.0,1,100000.0
Cite Ennasr,ariana,3,2,5.0,203.0,1,600000.0
Borj Louzir,ariana,3,1,4.0,90.0,1,165000.0
Cite Ennasr,ariana,2,2,5.0,115.0,1,285000.0
El Menzah 1,ariana,2,1,3.0,139.0,6,320000.0
La Soukra,ariana,2,1,3.0,75.0,2,120000.0
Cite Ennasr,ariana,1,1,3.0,65.0,1,175000.0
ariana,ariana,4,2,5.0,155.0,4,500000.0
Cite Ennasr,ariana,1,1,2.0,64.0,1,175000.0
Cite Ennasr,ariana,3,2,5.0,148.0,1,399000.0
Cite Ennasr,ariana,3,2,4.0,134.0,1,348000.0
Cite Ennasr,ariana,1,1,1.0,80.0,6,150000.0
Cite Ennasr,ariana,1,1,1.0,53.0,1,148000.0
La Soukra,ariana,3,2,4.0,165.0,2,520000.0
La Soukra,ariana,3,3,4.0,178.0,2,400000.0
El Menzah 1,ariana,5,3,6.0,250.0,4,490000.0
Cite El Ghazela,ariana,3,3,4.0,274.0,5,380000.0
La Soukra,ariana,1,1,2.0,73.0,2,210000.0
La Soukra,ariana,2,1,3.0,104.0,2,225000.0
Chotrana,ariana,3,3,3.0,272.0,2,396000.0
Chotrana,ariana,3,3,3.0,170.0,2,455000.0
La Soukra,ariana,2,2,3.0,91.8,1,140000.0
Cite El Ghazela,ariana,3,2,4.0,110.0,1,100000.0
Chotrana,ariana,2,2,2.0,107.0,2,298000.0
Cite Ennasr,ariana,2,1,3.0,120.0,3,245000.0
Cite El Ghazela,ariana,5,2,6.0,195.0,6,350000.0
El Menzah 1,ariana,2,1,2.0,73.0,3,210000.0
El Menzah 1,ariana,3,2,5.0,120.0,10,280000.0
ariana,ariana,3,1,4.0,109.0,1,140000.0
La Soukra,ariana,1,1,2.0,95.0,1,250000.0
ariana,ariana,3,1,4.0,112.0,1,230000.0
ariana,ariana,3,1,4.0,110.0,1,155000.0
Cite El Ghazela,ariana,2,1,3.0,95.0,1,180000.0
La Soukra,ariana,3,3,4.0,156.0,2,350000.0
Raoued,ariana,3,1,4.0,100.0,1,120000.0
Cite El Ghazela,ariana,1,1,2.0,30.0,6,100000.0
El Manar,ariana,2,1,2.0,38.0,1,100000.0
El Menzah 1,ariana,2,1,3.0,70.0,5,160000.0
ariana,ariana,3,1,4.0,120.0,3,120000.0
ariana,ariana,3,1,4.0,130.0,1,153000.0
ariana,ariana,2,1,3.0,65.0,1,100000.0
ariana,ariana,3,1,4.0,97.0,1,135000.0
ariana,ariana,3,1,4.0,95.0,1,140000.0
ariana,ariana,3,1,4.0,97.0,1,145000.0
ariana,ariana,3,1,4.0,75.0,1,130000.0
ariana,ariana,3,1,4.0,95.0,1,180000.0
ariana,ariana,3,1,4.0,100.0,1,160000.0
ariana,ariana,3,1,4.0,100.0,1,165000.0
ariana,ariana,3,1,4.0,94.0,1,160000.0
ariana,ariana,3,1,4.0,100.0,1,160000.0
ariana,ariana,3,1,4.0,147.0,1,235000.0
La Soukra,ariana,5,1,5.0,130.0,2,250000.0
El Menzah 1,ariana,3,2,5.0,103.0,5,210000.0
ariana,ariana,2,1,2.0,119.0,2,309000.0
Cite Ennasr,ariana,3,1,4.0,133.0,2,270000.0
El Manar,ariana,3,2,4.0,110.0,1,235000.0
El Menzah 1,ariana,3,3,4.0,153.0,7,230000.0
Borj Louzir,ariana,3,2,6.0,70.0,2,100000.0
El Menzah 1,ariana,5,2,6.0,205.0,5,385000.0
Cite El Ghazela,ariana,2,2,3.0,110.0,1,190000.0
La Soukra,ariana,2,2,3.0,130.0,1,260000.0
El Menzah 1,ariana,4,1,6.0,111.0,3,390000.0
Cite Ennasr,ariana,4,2,5.0,163.0,7,360000.0
El Menzah 1,ariana,2,1,5.0,100.0,1,100000.0
El Manar,ariana,3,2,4.0,127.0,2,105000.0
El Menzah 1,ariana,4,3,7.0,190.0,2,650000.0
ariana,ariana,3,1,4.0,75.0,1,130000.0
Borj Louzir,ariana,3,1,4.0,100.0,1,165000.0
ariana,ariana,2,1,3.0,75.0,1,120000.0
Cite Ennasr,ariana,3,1,4.0,137.0,1,350000.0
Borj Louzir,ariana,3,1,4.0,100.0,1,160000.0
ariana,ariana,2,1,3.0,65.0,1,100000.0
Cite Ennasr,ariana,3,1,4.0,170.0,1,305000.0
ariana,ariana,2,1,3.0,65.0,1,100000.0
Borj Louzir,ariana,3,1,4.0,94.0,1,160000.0
ariana,ariana,3,1,4.0,97.0,1,135000.0
La Soukra,ariana,3,1,4.0,132.0,1,471240.0
ariana,ariana,3,1,4.0,110.0,1,155000.0
Cite El Ghazela,ariana,2,1,3.0,95.0,1,180000.0
Cite El Ghazela,ariana,3,1,4.0,100.0,1,160000.0
ariana,ariana,3,1,4.0,88.0,1,250000.0
La Soukra,ariana,2,1,3.0,112.0,1,235000.0
ariana,ariana,2,1,3.0,106.0,1,255000.0
Cite El Ghazela,ariana,3,1,3.0,145.0,1,225000.0
La Soukra,ariana,2,1,3.0,132.0,1,330000.0
La Soukra,ariana,3,1,4.0,163.0,1,276000.0
ariana,ariana,3,1,4.0,75.0,1,130000.0
La Soukra,ariana,2,1,3.0,120.0,1,250000.0
ariana,ariana,3,1,4.0,159.0,1,230000.0
La Soukra,ariana,2,1,3.0,109.0,1,140000.0
ariana,ariana,2,1,2.0,71.0,1,176000.0
ariana,ariana,2,1,3.0,109.0,1,140000.0
Cite El Ghazela,ariana,2,1,3.0,95.0,1,180000.0
ariana,ariana,3,1,4.0,159.0,1,230000.0
Cite El Ghazela,ariana,3,1,4.0,145.0,1,225000.0
ariana,ariana,3,1,4.0,97.0,1,135000.0
Borj Louzir,ariana,2,1,3.0,70.0,4,100000.0
Borj Louzir,ariana,2,1,5.0,120.8,1,100000.0
Borj Louzir,ariana,3,1,4.0,100.0,1,170000.0
Raoued,ariana,3,1,4.0,90.0,1,120000.0
La Soukra,ariana,3,1,7.0,157.0,1,400000.0
El Menzah 1,ariana,3,1,5.0,100.0,1,215000.0
La Soukra,ariana,2,1,2.0,66.5,1,185000.0
Cite Ennasr,ariana,3,1,4.0,131.0,1,275000.0
La Soukra,ariana,3,1,3.0,120.0,2,240000.0
ariana,ariana,3,1,6.0,130.0,1,260000.0
ariana,ariana,4,1,6.0,120.0,1,170000.0
Cite Ennasr,ariana,5,3,6.0,180.0,1,550000.0
Raoued,ariana,2,1,3.0,111.0,2,137900.0
ariana,ariana,4,1,6.0,145.0,3,220000.0
Cite Ennasr,ariana,5,2,6.0,207.0,1,800000.0
Cite Ennasr,ariana,4,1,5.0,253.0,1,240000.0
Cite El Ghazela,ariana,3,1,4.0,164.0,1,230000.0
Cite El Ghazela,ariana,3,2,4.0,127.0,1,200000.0
La Soukra,ariana,2,1,3.0,77.0,1,186000.0
Chotrana,ariana,3,1,4.0,156.0,1,377000.0
La Soukra,ariana,2,1,3.0,70.0,1,115500.0
La Soukra,ariana,3,1,4.0,170.0,1,320000.0
ariana,ariana,3,1,4.0,170.0,1,320000.0
La Soukra,ariana,3,1,4.0,165.0,1,360000.0
ariana,ariana,2,1,3.0,65.0,1,100000.0
La Soukra,ariana,2,1,3.0,100.0,1,215000.0
La Soukra,ariana,2,1,3.0,77.0,1,195000.0
El Menzah 1,ariana,3,2,4.0,152.0,1,340000.0
Cite Ennasr,ariana,1,1,1.0,59.98,4,140000.0
Cite Ennasr,ariana,4,2,7.0,198.0,1,430000.0
Cite Ennasr,ariana,4,2,7.0,225.0,5,517000.0
ariana,ariana,3,1,3.0,115.0,3,139000.0
Cite Ennasr,ariana,2,2,3.0,126.0,7,345000.0
ariana,ariana,2,1,3.0,105.0,1,269000.0
Cite El Ghazela,ariana,2,1,3.0,90.0,1,140000.0
ariana,ariana,3,1,6.0,130.0,1,260000.0
Borj Louzir,ariana,3,1,4.0,100.0,5,170000.0
La Soukra,ariana,2,1,3.0,85.0,1,120000.0
El Menzah 1,ariana,2,1,3.0,100.0,1,220000.0
Cite Ennasr,ariana,3,1,5.0,137.0,7,300000.0
Cite Ennasr,ariana,2,1,3.0,103.0,3,268000.0
La Soukra,ariana,3,2,3.0,126.0,3,315000.0
Borj Louzir,ariana,3,1,4.0,135.0,1,290000.0
ariana,ariana,3,2,4.0,110.0,1,290000.0
Cite Ennasr,ariana,4,2,5.0,165.0,1,485000.0
Borj Louzir,ariana,2,1,3.0,70.0,4,100000.0
La Soukra,ariana,1,1,1.0,62.0,1,140000.0
La Soukra,ariana,3,2,3.0,120.0,1,270000.0
Chotrana,ariana,6,3,6.0,75.0,1,220000.0
Borj Louzir,ariana,2,1,3.0,87.0,2,124000.0
La Soukra,ariana,3,1,4.0,149.0,2,283000.0
La Soukra,ariana,2,2,2.0,54.0,1,430000.0
La Soukra,ariana,6,3,6.0,60.0,1,140000.0
La Soukra,ariana,2,1,2.0,93.0,2,270000.0
La Soukra,ariana,1,1,1.0,70.0,1,105000.0
La Soukra,ariana,3,1,6.0,125.0,1,250000.0
La Soukra,ariana,3,2,3.0,156.2,1,377000.0
ariana,ariana,3,1,3.0,130.0,1,180000.0
Borj Louzir,ariana,3,1,4.0,120.0,1,110000.0
El Menzah 1,ariana,2,1,6.0,73.0,1,240000.0
ariana,ariana,2,1,6.0,115.0,4,230000.0
La Soukra,ariana,4,1,4.0,164.0,3,485000.0
La Soukra,ariana,3,1,3.0,100.0,2,165000.0
La Soukra,ariana,3,1,3.0,151.0,3,360000.0
La Soukra,ariana,3,1,3.0,140.0,2,280000.0
La Soukra,ariana,2,1,2.0,62.0,3,102000.0
La Soukra,ariana,4,1,4.0,145.0,3,348000.0
Cite Ennasr,ariana,4,1,4.0,160.0,3,385000.0
La Soukra,ariana,2,1,2.0,100.0,2,132000.0
Cite Ennasr,ariana,3,1,3.0,126.0,2,360000.0
El Menzah 1,ariana,4,1,4.0,161.0,3,330000.0
Cite Ennasr,ariana,3,1,3.0,131.0,2,370000.0
Cite Ennasr,ariana,2,1,2.0,52.0,2,148000.0
Borj Louzir,ariana,2,1,4.0,98.2,1,130000.0
El Menzah 1,ariana,3,1,3.0,90.0,1,430000.0
ariana,ariana,4,2,5.0,120.0,1,450000.0
El Menzah 1,ariana,1,1,2.0,67.0,1,135000.0
ariana,ariana,4,1,4.0,90.0,2,225000.0
