delegation,gouvernorat,chambres,salle_de_bains,nb_pieces,superficie,etage,prix
Borj Louzir,ariana,3,1,4.0,145.0,1,100000.0
Raoued,ariana,2,1,3.0,70.0,2,130000.0
La Soukra,ariana,2,1,2.0,76.0,1,245000.0
El Menzah 1,ariana,2,1,3.0,90.0,1,170000.0
La Soukra,ariana,3,1,4.0,180.0,2,260000.0
La Soukra,ariana,2,1,2.0,70.0,1,210000.0
ariana,ariana,3,1,6.0,117.0,3,285000.0
El Manar,ariana,2,1,4.0,100.0,1,155000.0
La Soukra,ariana,3,2,4.0,119.0,2,180000.0
El Manar,ariana,2,1,3.0,95.0,2,170000.0
La Soukra,ariana,6,2,8.0,300.0,1,2500000.0
ariana,ariana,3,1,4.0,156.0,1,290000.0
Raoued,ariana,3,1,4.0,111.0,1,210000.0
ariana,ariana,3,1,6.0,120.0,4,125000.0
Borj Louzir,ariana,3,1,4.0,90.0,1,160000.0
Raoued,ariana,3,1,3.0,113.0,3,130000.0
Cite Ennasr,ariana,5,3,8.0,275.0,1,596000.0
El Menzah 1,ariana,3,2,4.0,132.6,2,300000.0
Cite Ennasr,ariana,5,3,8.0,275.0,2,620000.0
El Manar,ariana,4,2,5.0,150.0,2,100000.0
ariana,ariana,2,1,3.0,99.4,1,180000.0
Borj Louzir,ariana,4,1,5.0,110.0,1,145000.0
Cite Ennasr,ariana,4,2,6.0,160.0,1,365000.0
La Soukra,ariana,2,1,4.0,82.0,4,125000.0
Cite Ennasr,ariana,3,2,4.0,175.0,1,330000.0
Borj Louzir,ariana,3,2,4.0,140.0,2,270000.0
La Soukra,ariana,2,1,3.0,108.0,1,268000.0
Cite El Ghazela,ariana,3,1,4.0,91.0,1,110000.0
La Soukra,ariana,3,2,4.0,150.0,1,367000.0
El Menzah 1,ariana,4,3,6.0,200.0,1,450000.0
La Soukra,ariana,2,1,3.0,145.0,1,330000.0
La Soukra,ariana,2,1,3.0,91.0,1,230000.0
ariana,ariana,2,1,2.0,70.0,1,100000.0
Raoued,ariana,2,1,3.0,109.6,1,300000.0
La Soukra,ariana,3,2,4.0,125.0,1,280000.0
La Soukra,ariana,3,2,4.0,135.0,2,270000.0
Borj Louzir,ariana,3,1,4.0,110.0,2,195000.0
Cite Ennasr,ariana,3,2,4.0,140.0,6,295000.0
Ettadhamen,ariana,2,1,3.0,86.0,2,100000.0
Raoued,ariana,1,1,2.0,75.0,6,261188.0
Cite Ennasr,ariana,2,2,6.0,129.0,7,370000.0
Cite Ennasr,ariana,3,3,6.0,179.0,7,472000.0
Borj Louzir,ariana,3,2,4.0,135.0,2,270000.0
La Soukra,ariana,3,1,4.0,110.0,1,270000.0
Cite Ennasr,ariana,4,3,6.0,203.75,7,619000.0
El Menzah 1,ariana,2,1,3.0,190.0,1,350000.0
Borj Louzir,ariana,3,1,3.0,88.0,3,105000.0
Raoued,ariana,4,1,4.0,186.2,6,657497.0
El Menzah 1,ariana,3,1,4.0,122.4,2,300000.0
ariana,ariana,3,1,3.0,90.0,1,205000.0
Kalaât El Andalous,ariana,2,1,3.0,100.0,1,190000.0
El Menzah 1,ariana,3,1,4.0,120.0,4,160000.0
Cite El Ghazela,ariana,4,1,4.0,149.0,1,255000.0
La Soukra,ariana,3,1,4.0,110.0,1,275000.0
Cite Ennasr,ariana,3,1,4.0,130.0,1,270000.0
La Soukra,ariana,1,1,2.0,67.0,1,220000.0
La Soukra,ariana,3,2,4.0,134.0,1,213000.0
Borj Louzir,ariana,2,1,3.0,60.0,1,100000.0
Raoued,ariana,3,1,3.0,75.0,1,100000.0
Cite El Ghazela,ariana,2,1,4.0,91.0,2,110000.0
Borj Louzir,ariana,3,1,5.0,76.0,3,100000.0
Borj Louzir,ariana,3,1,4.0,75.0,1,125000.0
Borj Louzir,ariana,2,2,3.0,100.0,1,200000.0
Cite Ennasr,ariana,3,1,4.0,173.0,1,300000.0
Borj Louzir,ariana,3,1,4.0,75.0,1,125000.0
Borj Louzir,ariana,3,2,4.0,135.0,2,270000.0
ariana,ariana,3,1,4.0,120.0,1,550000.0
La Soukra,ariana,2,1,3.0,106.0,1,208000.0
La Soukra,ariana,2,1,2.0,121.0,2,316000.0
El Menzah 1,ariana,2,1,3.0,110.0,1,210000.0
Borj Louzir,ariana,3,2,4.0,135.0,2,270000.0
ariana,ariana,1,1,2.0,65.0,1,130000.0
ariana,ariana,2,1,3.0,80.0,1,100000.0
Raoued,ariana,3,1,4.0,100.0,1,125000.0
La Soukra,ariana,2,1,2.0,75.0,1,105000.0
Cite Ennasr,ariana,1,1,2.0,60.0,2,190000.0
Cite Ennasr,ariana,3,2,4.0,165.0,1,340000.0
Cite Ennasr,ariana,2,1,2.0,68.0,2,100000.0
Cite El Ghazela,ariana,2,1,3.0,86.0,1,130000.0
Cite Ennasr,ariana,4,2,7.0,300.0,1,850000.0
ariana,ariana,4,2,7.0,300.0,4,850000.0
La Soukra,ariana,2,1,3.0,76.0,1,170000.0
ariana,ariana,2,1,3.0,80.0,1,100000.0
Cite El Ghazela,ariana,3,1,4.0,136.0,1,183000.0
La Soukra,ariana,2,1,2.0,63.0,1,165000.0
Borj Louzir,ariana,2,1,2.0,78.0,4,100000.0
Raoued,ariana,2,1,3.0,111.0,2,135521.0
La Soukra,ariana,3,2,4.0,200.0,4,450000.0
ariana,ariana,2,1,3.0,104.0,1,148000.0
Chotrana,ariana,3,3,4.0,230.0,2,520000.0
El Manar,ariana,2,2,3.0,113.0,1,298000.0
La Soukra,ariana,3,2,4.0,125.0,1,400000.0
El Menzah 1,ariana,3,2,5.0,197.0,3,445000.0
Raoued,ariana,2,1,3.0,73.0,1,102000.0
El Menzah 1,ariana,4,1,4.0,100.0,3,165000.0
ariana,ariana,3,1,3.0,135.0,1,1300000.0
ariana,tunis,3,1,4.0,178.0,1,1250000.0
ariana,tunis,2,1,3.0,139.0,1,584000.0
Cite El Khadra,tunis,3,1,4.0,160.0,2,304000.0
Cité Olympique,tunis,3,2,4.0,120.0,4,315000.0
ariana,tunis,2,1,2.0,116.0,5,285000.0
ariana,tunis,2,1,2.0,196.0,1,1300000.0
ben-arous,tunis,2,1,3.0,70.0,1,170000.0
Aïn Zaghouan,tunis,3,2,4.0,173.0,3,700000.0
El Ouardia,tunis,3,1,3.0,75.0,3,100000.0
Centre Urbain Nord,tunis,4,2,4.0,104.0,1,432000.0
El Ouardia,tunis,3,1,3.0,109.0,1,155000.0
ariana,tunis,1,1,2.0,65.0,1,105000.0
Aïn Zaghouan,tunis,2,1,3.0,200.0,1,500000.0
Aouina,tunis,2,1,3.0,71.0,1,185000.0
Aouina,tunis,3,1,4.0,138.0,1,290000.0
ariana,tunis,2,1,3.0,90.0,1,385000.0
Aouina,tunis,2,1,3.0,121.0,3,300000.0
ariana,tunis,3,2,4.0,215.0,5,740000.0
ariana,tunis,3,2,4.0,203.8,1,680000.0
ariana,tunis,4,2,5.0,256.0,3,895000.0
Cite El Khadra,tunis,2,1,3.0,85.0,3,150000.0
Aouina,tunis,2,1,3.0,110.0,3,317000.0
ariana,tunis,2,1,3.0,90.0,1,810000.0
ariana,tunis,3,2,4.0,140.0,2,374000.0
Sidi El Bechir,tunis,3,1,3.0,90.0,3,200000.0
ariana,tunis,2,2,3.0,268.0,1,1350000.0
Sidi El Bechir,tunis,2,2,3.0,202.0,1,280000.0
ariana,tunis,2,1,3.0,60.0,2,395000.0
ariana,tunis,3,1,4.0,156.0,1,690000.0
Cité Olympique,tunis,3,2,4.0,116.0,3,420000.0
Aouina,tunis,4,2,5.0,190.0,6,480000.0
ariana,tunis,3,2,4.0,153.0,1,650000.0
Aouina,tunis,1,1,2.0,58.0,2,170000.0
Aouina,tunis,1,1,2.0,58.0,1,172000.0
Aïn Zaghouan,tunis,1,1,1.0,49.0,1,220000.0
Aouina,tunis,1,1,1.0,60.0,1,180000.0
Aïn Zaghouan,tunis,1,1,2.0,68.0,1,339000.0
Les Berges Du Lac,tunis,3,4,5.0,289.0,1,1540000.0
ariana,tunis,2,1,2.0,90.0,2,190000.0
ben-arous,tunis,3,1,4.0,140.0,1,240000.0
Les Berges Du Lac,tunis,2,1,3.0,95.0,2,490000.0
Sidi El Bechir,tunis,5,2,6.0,125.0,3,250000.0
ariana,tunis,2,1,3.0,125.0,1,185000.0
Mutuelleville,tunis,4,1,4.0,110.0,1,370000.0
ariana,tunis,2,2,3.0,150.0,1,310000.0
El Ouardia,tunis,3,1,4.0,180.0,1,170000.0
ariana,tunis,3,1,4.0,158.0,1,560000.0
ben-arous,tunis,3,1,4.0,74.0,4,270000.0
Aïn Zaghouan,tunis,3,3,4.0,160.0,2,470000.0
ariana,tunis,1,1,2.0,100.0,1,310000.0
Aïn Zaghouan,tunis,1,1,2.0,78.0,1,240000.0
ariana,tunis,3,2,4.0,165.0,1,450000.0
Le Bardo,tunis,2,1,3.0,84.0,1,220000.0
ariana,tunis,3,2,4.0,186.0,1,850000.0
ariana,tunis,2,1,3.0,100.0,1,420000.0
ariana,tunis,2,2,3.0,136.0,1,550000.0
Aïn Zaghouan,tunis,1,1,2.0,83.0,1,375000.0
Les Berges Du Lac,tunis,2,2,3.0,130.0,1,420000.0
Aouina,tunis,1,1,2.0,120.0,2,170000.0
ariana,tunis,3,1,4.0,30.0,1,580000.0
Le Bardo,tunis,2,1,3.0,90.0,1,250000.0
Cite El Khadra,tunis,2,1,3.0,65.0,3,135000.0
ariana,tunis,1,1,2.0,56.0,1,400000.0
Aïn Zaghouan,tunis,2,2,3.0,123.0,1,255000.0
Aouina,tunis,2,1,4.0,121.0,1,285000.0
Aïn Zaghouan,tunis,1,2,2.0,63.0,2,201700.0
Aïn Zaghouan,tunis,2,1,3.0,110.0,1,210000.0
Sidi Daoud,tunis,2,1,3.0,110.0,3,390000.0
Sidi El Bechir,tunis,2,1,3.0,80.0,1,250000.0
ariana,tunis,3,3,8.0,215.0,9,100000.0
ariana,tunis,3,4,4.0,300.0,1,1600000.0
ben-arous,tunis,4,2,5.0,168.0,1,320000.0
ariana,tunis,2,2,3.0,134.0,7,550000.0
Les Berges Du Lac,tunis,3,1,4.0,120.0,3,500000.0
Cite El Khadra,tunis,1,1,2.0,59.0,3,170000.0
ariana,tunis,3,1,4.0,105.0,1,400000.0
Aouina,tunis,3,1,5.0,113.0,5,300000.0
ariana,tunis,3,1,4.0,177.0,1,790000.0
Aïn Zaghouan,tunis,3,1,4.0,153.0,1,550000.0
ariana,tunis,2,1,3.0,117.0,4,280000.0
Le Bardo,tunis,3,1,3.0,60.0,4,140000.0
ariana,tunis,3,1,4.0,243.0,2,875000.0
Aouina,tunis,1,1,2.0,74.0,1,185000.0
Cite El Khadra,tunis,4,2,4.0,300.0,7,480000.0
Sidi El Bechir,tunis,3,1,4.0,80.0,1,115000.0
Sidi Daoud,tunis,1,1,2.0,82.0,1,270000.0
ariana,tunis,3,3,4.0,170.0,3,650000.0
Aouina,tunis,2,1,2.0,106.0,5,295000.0
Aïn Zaghouan,tunis,3,1,4.0,157.0,3,520000.0
ariana,tunis,3,1,4.0,127.0,10,470000.0
Aïn Zaghouan,tunis,3,1,4.0,112.8,1,270000.0
Aouina,tunis,2,2,3.0,108.0,1,270000.0
Ezzouhour,tunis,3,1,4.0,93.6,4,100000.0
Aouina,tunis,1,1,2.0,56.0,4,150000.0
ben-arous,tunis,2,1,3.0,100.0,4,265000.0
ariana,tunis,3,1,3.0,203.0,2,350000.0
Aouina,tunis,2,1,3.0,118.4,6,245000.0
Aouina,tunis,1,1,2.0,70.0,1,209000.0
ariana,tunis,3,1,3.0,150.0,2,415000.0
Sidi Daoud,tunis,1,1,2.0,65.0,4,270000.0
Aouina,tunis,2,1,3.0,78.0,4,215000.0
ariana,tunis,3,1,4.0,160.0,2,832000.0
ariana,tunis,2,1,3.0,104.0,1,560000.0
Aouina,tunis,3,2,2.0,200.0,2,500000.0
Aïn Zaghouan,tunis,2,1,3.0,166.0,3,650000.0
El Omrane,tunis,3,1,3.0,80.0,3,150000.0
El Ouardia,tunis,3,2,4.0,111.0,1,170000.0
La Goulette,tunis,1,1,2.0,53.0,1,220000.0
ariana,tunis,1,1,2.0,90.0,1,200000.0
ben-arous,tunis,2,1,3.0,94.0,4,240000.0
La Goulette,tunis,3,3,4.0,178.0,3,720000.0
Aouina,tunis,2,1,3.0,108.0,6,250000.0
Aouina,tunis,2,1,3.0,109.0,5,240000.0
ariana,tunis,3,2,4.0,123.0,2,350000.0
Ettahrir,tunis,3,1,3.0,75.0,4,130000.0
ariana,tunis,2,1,3.0,115.0,1,250000.0
Aouina,tunis,1,1,2.0,62.0,1,180000.0
Aouina,tunis,2,2,3.0,90.0,1,255000.0
Aouina,tunis,2,1,3.0,100.0,2,273000.0
Cite El Khadra,tunis,3,1,4.0,110.0,1,290000.0
Aïn Zaghouan,tunis,2,1,3.0,124.0,1,600000.0
Aouina,tunis,1,1,2.0,57.0,1,170000.0
ben-arous,tunis,2,1,3.0,112.0,2,250000.0
ariana,tunis,2,1,3.0,120.0,1,590000.0
Aouina,tunis,2,2,3.0,120.0,1,318000.0
ariana,tunis,3,2,4.0,162.0,1,825000.0
Aouina,tunis,1,1,2.0,60.0,1,170000.0
Aïn Zaghouan,tunis,1,1,2.0,57.2,4,150000.0
Aouina,tunis,3,3,4.0,190.0,1,450000.0
ben-arous,tunis,2,1,3.0,112.0,2,250000.0
Aouina,tunis,1,1,1.0,65.0,1,200000.0
Aouina,tunis,1,1,2.0,73.0,4,230000.0
ariana,tunis,2,1,3.0,134.0,3,500000.0
ariana,tunis,2,1,3.0,85.0,1,210000.0
Mutuelleville,tunis,1,1,1.0,55.8,1,100000.0
El Ouardia,tunis,3,2,7.0,150.0,1,270000.0
Aïn Zaghouan,tunis,2,1,3.0,190.0,8,750000.0
Aïn Zaghouan,tunis,3,2,4.0,160.0,1,460000.0
El Omrane,tunis,3,1,3.0,80.0,1,200000.0
ariana,tunis,2,2,3.0,121.0,7,290000.0
Aïn Zaghouan,tunis,3,1,4.0,153.0,1,518000.0
Mutuelleville,tunis,6,4,7.0,300.0,1,1850000.0
Les Berges Du Lac,tunis,3,1,4.0,175.0,2,820000.0
ben-arous,tunis,5,2,6.0,128.0,4,230000.0
Aïn Zaghouan,tunis,3,1,4.0,164.0,1,500000.0
Aouina,tunis,3,1,4.0,140.0,2,410000.0
Gammarth,tunis,3,1,4.0,166.0,1,400000.0
Aouina,tunis,3,1,4.0,140.0,4,280000.0
Aouina,tunis,1,1,2.0,105.0,1,285000.0
Sidi El Bechir,tunis,2,2,3.0,100.0,1,170000.0
Aouina,tunis,2,1,3.0,90.0,1,290000.0
Aïn Zaghouan,tunis,2,1,3.0,100.0,1,150000.0
Gammarth,tunis,2,1,3.0,136.0,2,327000.0
ariana,tunis,2,1,3.0,100.0,2,400000.0
ariana,tunis,2,1,2.0,300.0,1,890000.0
ariana,tunis,2,1,3.0,45.0,2,370000.0
El Ouardia,tunis,3,1,3.0,80.0,1,106000.0
ariana,tunis,2,1,3.0,160.0,1,560000.0
ariana,tunis,1,1,1.0,60.0,1,100000.0
ariana,tunis,1,1,2.0,72.0,1,390000.0
ariana,tunis,2,1,3.0,115.0,3,650000.0
ariana,tunis,3,1,4.0,200.0,2,950000.0
ariana,tunis,2,1,3.0,180.0,-1,350000.0
ariana,tunis,1,1,2.0,81.0,1,258000.0
ariana,tunis,2,1,3.0,120.0,1,237000.0
Aïn Zaghouan,tunis,3,1,4.0,110.0,7,270000.0
Aouina,tunis,2,1,3.0,106.0,7,130000.0
Les Berges Du Lac,tunis,3,1,5.0,125.0,3,350000.0
Aouina,tunis,2,1,3.0,87.12,4,235000.0
ariana,tunis,1,1,1.0,83.0,1,291550.0
Aouina,tunis,2,1,2.0,87.0,1,215000.0
ariana,tunis,2,1,2.0,120.0,1,408646.0
Agba,tunis,2,1,4.0,92.0,1,154500.0
ariana,tunis,1,1,1.0,62.0,1,261580.0
ariana,tunis,2,1,2.0,79.0,1,350000.0
Le Bardo,tunis,4,2,3.0,102.0,2,280000.0
Aïn Zaghouan,tunis,5,1,5.0,120.0,4,250000.0
Les Berges Du Lac,tunis,4,3,5.0,224.0,1,770000.0
Sidi Hassine,tunis,4,1,7.0,124.0,6,196000.0
ariana,tunis,2,1,3.0,133.0,1,513000.0
ben-arous,tunis,3,1,3.0,75.0,3,100000.0
ariana,tunis,3,1,4.0,243.0,2,910000.0
ariana,tunis,2,1,3.0,191.0,1,1146000.0
ben-arous,tunis,2,1,3.0,95.0,1,160000.0
ariana,tunis,1,1,2.0,72.0,1,250000.0
ariana,tunis,1,1,2.0,68.0,1,350000.0
Aïn Zaghouan,tunis,3,2,5.0,109.0,3,390000.0
Aïn Zaghouan,tunis,3,2,5.0,126.6,4,315000.0
ariana,tunis,4,2,6.0,300.0,1,3000000.0
ben-arous,tunis,4,1,4.0,300.0,1,100000.0
ariana,tunis,2,1,3.0,113.0,1,680000.0
ariana,tunis,3,1,4.0,250.0,1,1250000.0
ariana,tunis,2,1,3.0,152.0,1,920000.0
Aouina,tunis,4,1,5.0,187.0,2,460000.0
ariana,tunis,2,1,2.0,130.0,3,550000.0
Aïn Zaghouan,tunis,3,1,3.0,134.2,1,550000.0
Les Berges Du Lac,tunis,4,2,4.0,232.0,1,1200000.0
ariana,tunis,2,1,2.0,96.0,1,270000.0
Aouina,tunis,2,1,3.0,90.0,3,230000.0
Aïn Zaghouan,tunis,3,1,4.0,165.0,3,640000.0
ben-arous,tunis,2,1,3.0,65.0,4,140000.0
Sidi El Bechir,tunis,2,1,3.0,113.0,4,200000.0
Cite El Khadra,tunis,3,1,4.0,100.0,2,200000.0
ariana,tunis,2,1,3.0,90.0,2,320000.0
ariana,tunis,3,1,4.0,152.0,1,555000.0
ariana,tunis,2,1,2.0,90.0,2,300000.0
Sidi El Bechir,tunis,2,1,3.0,82.0,1,145000.0
El Omrane,tunis,3,1,5.0,100.0,5,120000.0
Aouina,tunis,3,2,3.0,140.0,5,390000.0
Agba,tunis,3,1,5.0,70.0,1,135000.0
ben-arous,tunis,2,1,4.0,70.0,1,100000.0
ben-arous,tunis,9,1,9.0,300.0,4,620000.0
Gammarth,tunis,2,1,2.0,57.44,1,150000.0
Aïn Zaghouan,tunis,2,1,3.0,85.0,1,380000.0
ben-arous,tunis,3,1,3.0,97.0,1,165000.0
Hrairia,tunis,4,2,4.0,105.0,2,185000.0
ariana,tunis,1,1,2.0,84.87,7,350000.0
ariana,tunis,3,1,4.0,207.0,2,790000.0
La Goulette,tunis,1,1,1.0,53.0,1,220000.0
Aouina,tunis,2,1,4.0,85.0,3,240000.0
ariana,tunis,3,2,5.0,178.07999999999998,2,550000.0
Sidi Hassine,tunis,2,1,3.0,90.0,1,140000.0
Le Bardo,tunis,2,1,3.0,97.0,4,280000.0
Les Berges Du Lac,tunis,2,1,2.0,73.0,3,295000.0
Aïn Zaghouan,tunis,2,2,3.0,198.0,2,710000.0
El Ouardia,tunis,5,2,6.0,300.0,2,100000.0
Cite El Khadra,tunis,4,2,5.0,165.0,6,485000.0
ariana,tunis,1,1,2.0,118.0,1,800000.0
ariana,tunis,3,1,4.0,147.0,1,420000.0
Aouina,tunis,4,2,5.0,200.0,1,560000.0
ariana,tunis,1,1,2.0,63.0,1,340000.0
Gammarth,tunis,3,2,4.0,110.0,3,420000.0
ariana,tunis,1,1,1.0,52.0,5,167000.0
Aouina,tunis,4,3,5.0,200.0,2,420000.0
ariana,tunis,1,1,2.0,90.0,2,270000.0
ariana,tunis,2,1,3.0,242.0,1,693000.0
ariana,tunis,2,2,3.0,115.0,4,440000.0
ariana,tunis,3,2,4.0,176.0,1,275000.0
ben-arous,tunis,1,1,2.0,50.0,2,150000.0
ben-arous,tunis,3,1,3.0,75.0,3,100000.0
Cite El Khadra,tunis,3,1,4.0,77.0,2,200000.0
ariana,tunis,1,1,2.0,50.0,2,100000.0
ariana,tunis,2,1,3.0,100.0,1,120000.0
La Goulette,tunis,2,1,2.0,110.0,1,300000.0
ariana,tunis,2,1,3.0,100.0,1,100000.0
ariana,tunis,1,1,2.0,100.0,1,100000.0
Aouina,tunis,2,2,3.0,127.0,4,399000.0
ariana,tunis,4,1,6.0,120.0,1,330000.0
ariana,tunis,4,1,4.0,178.0,1,630000.0
Aouina,tunis,3,2,7.0,200.0,1,520000.0
Aouina,tunis,3,1,4.0,128.0,1,450000.0
ariana,tunis,4,3,5.0,260.0,1,650000.0
Centre Urbain Nord,tunis,3,2,4.0,152.0,1,520000.0
ariana,tunis,3,2,4.0,202.0,1,730000.0
Aïn Zaghouan,tunis,2,1,2.0,117.0,2,406000.0
ariana,tunis,1,1,1.0,50.0,8,330000.0
Aïn Zaghouan,tunis,2,2,2.0,117.0,1,410000.0
ariana,tunis,3,2,4.0,174.0,9,850000.0
ariana,tunis,3,1,4.0,110.0,2,360000.0
ariana,tunis,3,1,3.0,130.0,1,320000.0
Aouina,tunis,2,1,3.0,70.0,4,189000.0
Sidi El Bechir,tunis,2,1,3.0,49.0,2,100000.0
ariana,tunis,2,1,3.0,92.0,1,670000.0
ariana,tunis,4,2,4.0,203.0,4,900000.0
Sidi Daoud,tunis,1,1,2.0,60.0,1,180000.0
Aïn Zaghouan,tunis,1,1,1.0,163.0,1,400000.0
ben-arous,tunis,3,1,3.0,64.0,5,160000.0
ben-arous,tunis,3,1,3.0,93.0,3,290000.0
ariana,tunis,2,1,2.0,75.0,1,650000.0
ariana,tunis,2,1,3.0,98.0,2,350000.0
Aouina,tunis,3,1,3.0,135.0,1,360000.0
Aïn Zaghouan,tunis,1,1,1.0,50.0,4,100000.0
Les Berges Du Lac,tunis,4,3,5.0,273.0,1,1150000.0
Les Berges Du Lac,tunis,3,4,5.0,300.0,1,1450000.0
Centre Urbain Nord,tunis,2,1,2.0,105.0,2,400000.0
Aouina,tunis,3,2,6.0,130.0,5,270000.0
ariana,tunis,2,1,3.0,65.0,1,230000.0
ariana,tunis,2,2,3.0,137.0,1,425000.0
Gammarth,tunis,4,4,4.0,300.0,1,900000.0
ariana,tunis,4,1,5.0,238.0,1,650000.0
Cite El Khadra,tunis,2,1,3.0,60.0,1,103000.0
El Omrane,tunis,3,1,4.0,103.0,1,200000.0
Ezzouhour,tunis,2,1,3.0,80.6,1,105000.0
Les Berges Du Lac,tunis,3,2,4.0,117.68,1,300000.0
Le Bardo,tunis,2,1,3.0,70.0,1,130000.0
Aïn Zaghouan,tunis,3,2,4.0,115.0,3,325000.0
Les Berges Du Lac,tunis,3,3,5.0,183.0,4,1500000.0
ariana,tunis,2,2,3.0,165.0,1,850000.0
Centre Urbain Nord,tunis,2,1,3.0,143.0,1,170000.0
ariana,tunis,1,1,2.0,65.0,1,330000.0
ariana,tunis,2,1,3.0,115.0,1,250000.0
El Ouardia,tunis,3,1,4.0,174.0,1,250000.0
ben-arous,tunis,2,1,3.0,96.0,1,190000.0
ariana,tunis,3,1,4.0,170.0,1,565000.0
Ezzouhour,tunis,2,1,3.0,80.0,1,100000.0
Le Bardo,tunis,3,2,4.0,85.0,1,170000.0
Le Bardo,tunis,3,2,4.0,115.0,1,360000.0
Cite El Khadra,tunis,2,1,2.0,105.0,3,400000.0
ben-arous,tunis,6,2,7.0,207.0,2,340000.0
Aïn Zaghouan,tunis,2,1,3.0,103.0,3,278000.0
ariana,tunis,3,2,4.0,160.0,1,535000.0
Les Berges Du Lac,tunis,2,1,3.0,150.0,1,200000.0
Gammarth,tunis,2,2,3.0,110.0,2,370000.0
Sidi El Bechir,tunis,3,1,3.0,60.0,3,165000.0
Cite El Khadra,tunis,5,2,6.0,200.0,3,415000.0
Aïn Zaghouan,tunis,3,2,9.0,164.0,4,535000.0
